Spindle_Speed_rpm,Feed_mm_per_rev,Depth_of_Cut_mm,Machining_Length_mm,Machining_Time_sec,Operation_Milling,Operation_Turning,Material_Brass,Material_Cast Iron,Material_Mild Steel,Tool_Type_Carbide,Tool_Type_Coated Carbide,Tool_Type_HSS
968,0.238,2.843,265,52.9975796710918,False,True,True,False,False,True,False,False
1460,0.176,0.969,258,74.94768418614562,True,False,False,True,False,False,True,False
1793,0.28,2.125,197,24.35729735522703,False,True,False,False,True,True,False,False
2912,0.38,0.447,193,15.859432125944673,True,False,False,False,True,False,False,True
2252,0.325,2.15,153,11.435129252404257,False,True,False,False,True,False,True,False
2985,0.441,1.221,54,2.2262509290767802,True,False,True,False,False,False,True,False
1536,0.494,2.174,176,14.304815460608463,False,True,False,False,True,True,False,False
2283,0.175,1.627,67,8.316536312605383,False,True,True,False,False,True,False,False
2774,0.198,2.232,146,16.542345420316728,False,True,False,True,False,False,True,False
902,0.136,1.228,135,59.05151869204503,False,True,False,False,True,False,True,False
1139,0.118,2.348,142,43.97527523022636,False,True,True,False,False,False,True,False
1079,0.444,1.086,209,33.90022381299678,True,False,False,True,False,False,True,False
624,0.083,0.953,102,162.2425488818551,False,True,False,True,False,False,False,True
827,0.246,2.383,273,80.90476309308261,False,True,True,False,False,False,False,True
917,0.369,2.918,164,36.952728389724136,False,True,False,True,False,False,False,True
2353,0.387,1.259,175,8.167195808473437,False,True,True,False,False,False,True,False
903,0.284,2.472,214,67.34568185837259,True,False,False,True,False,False,True,False
1217,0.113,2.342,138,73.00350193539701,True,False,False,False,True,False,True,False
528,0.073,1.766,204,432.79182873079236,True,False,False,False,True,True,False,False
1732,0.444,2.22,219,13.766238770772961,False,True,True,False,False,True,False,False
2552,0.333,0.759,291,30.36848252817163,True,False,False,True,False,True,False,False
2738,0.109,1.698,84,28.485146772000366,True,False,False,True,False,False,False,True
1163,0.468,1.028,146,17.511918203042356,False,True,False,True,False,True,False,False
2575,0.38,0.966,189,10.928112825183437,False,True,False,True,False,False,True,False
1684,0.241,1.564,151,27.848974772891932,True,False,True,False,False,False,False,True
2314,0.17,2.475,232,42.33198095605165,False,True,False,False,True,False,False,True
1242,0.364,2.281,15,1.6359748961975438,False,True,True,False,False,True,False,False
2020,0.471,1.704,294,23.38401159230856,True,False,True,False,False,False,False,True
788,0.098,2.15,194,142.12643609072512,False,True,False,False,True,False,True,False
2086,0.303,1.986,194,28.264500552001625,True,False,False,False,True,False,False,True
1763,0.149,1.075,223,48.53882261251612,False,True,True,False,False,False,False,True
1488,0.061,2.155,93,78.64921942001222,True,False,False,False,True,True,False,False
714,0.376,2.211,237,55.04831995085504,False,True,False,False,True,True,False,False
650,0.395,2.262,70,17.813820215682743,True,False,True,False,False,True,False,False
2672,0.099,1.273,290,47.69011587884303,False,True,True,False,False,False,True,False
1093,0.362,2.898,234,33.812063141681634,False,True,False,False,True,True,False,False
579,0.193,0.366,186,97.884783373731,False,True,False,True,False,False,True,False
987,0.356,1.227,195,23.8796901178191,False,True,True,False,False,False,True,False
2194,0.248,0.599,126,20.98013839844925,True,False,False,False,True,False,False,True
1532,0.061,0.894,71,61.40748263211104,True,False,False,True,False,False,True,False
1215,0.056,0.684,148,163.63867792709877,True,False,False,False,True,True,False,False
1871,0.103,2.452,154,82.37262518629586,True,False,False,True,False,False,False,True
2724,0.312,1.875,139,12.886806895790246,True,False,False,True,False,False,True,False
2955,0.097,1.905,40,10.111226063286871,True,False,False,False,True,False,True,False
549,0.334,2.486,179,65.86348406775859,True,False,False,False,True,False,True,False
2098,0.295,0.204,246,29.66779344157832,False,True,False,False,True,False,False,True
2687,0.259,1.686,271,23.40638644984639,True,False,True,False,False,True,False,False
2205,0.365,2.5,293,22.080084041299816,False,True,False,True,False,False,True,False
579,0.354,2.305,247,75.04422027330193,False,True,False,True,False,False,True,False
1278,0.274,2.909,62,16.91781209406241,True,False,False,False,True,False,False,True
2749,0.092,1.539,119,27.62393360043846,True,False,True,False,False,False,True,False
1144,0.21,1.981,70,15.941503312220012,False,True,False,False,True,False,True,False
1525,0.411,2.357,219,35.45347083836199,True,False,False,True,False,False,False,True
1737,0.251,0.757,130,21.805334459393748,True,False,False,False,True,False,True,False
1587,0.285,0.498,181,21.820675029808363,True,False,True,False,False,False,True,False
2290,0.477,0.865,39,1.9670875680148805,True,False,True,False,False,False,True,False
1688,0.456,0.8,104,9.297716643512596,False,True,False,False,True,False,False,True
2652,0.222,2.699,155,17.209056171518466,False,True,False,True,False,True,False,False
2223,0.312,0.839,92,10.19952520030424,True,False,False,False,True,True,False,False
1948,0.214,2.38,282,38.38086222128527,True,False,True,False,False,False,True,False
1967,0.054,1.918,41,26.67864976951655,False,True,False,True,False,True,False,False
1791,0.315,1.165,168,21.55498468253121,True,False,True,False,False,False,False,True
2970,0.495,1.933,77,5.011368600794809,True,False,False,False,True,False,False,True
2711,0.3,1.905,215,25.406943872683673,True,False,False,False,True,False,False,True
1415,0.174,1.34,166,52.60296953047994,True,False,False,True,False,False,True,False
907,0.185,1.803,298,109.99260773272763,True,False,True,False,False,True,False,False
2586,0.103,2.973,103,22.890874412314748,False,True,False,True,False,False,True,False
1538,0.251,0.934,159,25.07562323223967,True,False,True,False,False,True,False,False
1615,0.268,0.472,150,32.92354881361115,True,False,False,False,True,False,False,True
2011,0.317,2.909,300,36.426877490881886,True,False,False,True,False,False,True,False
2073,0.08,2.306,216,101.61015469256881,False,True,False,True,False,False,False,True
825,0.288,1.56,191,57.24157169289633,True,False,False,False,True,False,True,False
1262,0.126,1.467,293,141.01501845382398,False,True,False,True,False,False,False,True
1655,0.234,1.999,293,76.62879566331465,True,False,False,True,False,False,False,True
844,0.268,1.855,17,5.657318447852731,False,True,False,False,True,False,False,True
1326,0.448,1.9,23,2.4871483927142504,True,False,True,False,False,True,False,False
2176,0.184,1.135,259,26.551015027027965,False,True,True,False,False,False,True,False
2879,0.469,2.036,64,2.742321643212821,True,False,True,False,False,False,True,False
1564,0.316,0.316,300,33.73687181826248,False,True,True,False,False,False,False,True
1740,0.14,2.923,192,34.14331567351365,False,True,True,False,False,False,True,False
908,0.099,2.744,57,46.25915991487433,True,False,False,False,True,False,True,False
1231,0.099,2.955,18,8.736243749518604,False,True,True,False,False,False,False,True
2320,0.093,1.477,250,66.93601487057035,False,True,False,True,False,False,True,False
1536,0.203,0.229,11,2.734037549611496,False,True,False,True,False,False,False,True
2546,0.322,1.718,244,31.1055072009919,True,False,False,True,False,False,False,True
2111,0.141,1.171,289,69.28432088898575,False,True,False,False,True,False,False,True
1527,0.402,2.999,70,7.050943158651011,True,False,True,False,False,True,False,False
2608,0.452,1.931,225,7.930246071039276,False,True,True,False,False,False,True,False
1917,0.343,1.973,300,26.85377896883199,False,True,False,False,True,True,False,False
2392,0.28,2.133,144,17.245340680559945,False,True,False,True,False,False,False,True
867,0.124,2.061,199,116.50939682916294,True,False,True,False,False,True,False,False
2222,0.392,1.466,61,4.228623683261264,False,True,True,False,False,False,False,True
1528,0.364,1.729,103,14.277579667787526,True,False,True,False,False,False,False,True
794,0.082,2.783,287,392.1736377430311,True,False,False,True,False,True,False,False
1499,0.468,0.438,251,36.27130779422934,True,False,False,True,False,False,False,True
534,0.177,1.187,160,117.58785806318558,True,False,False,False,True,False,True,False
1572,0.17,2.247,225,51.321807468228776,True,False,True,False,False,True,False,False
1284,0.063,0.679,174,143.77812975528923,True,False,False,False,True,False,True,False
2289,0.289,0.838,44,5.015918141773267,False,True,False,True,False,False,False,True
1739,0.102,1.234,204,86.84748735975525,True,False,True,False,False,False,False,True
1457,0.118,2.666,51,23.275148177730983,True,False,False,True,False,False,True,False
2892,0.191,2.54,268,33.74087274230439,True,False,False,False,True,False,True,False
2591,0.408,2.302,149,10.160631580484665,True,False,False,False,True,False,True,False
1726,0.085,2.404,260,129.4530869938032,True,False,True,False,False,False,False,True
855,0.077,2.302,298,256.11735984605696,False,True,False,False,True,False,True,False
541,0.181,1.005,228,248.64821624408873,True,False,False,True,False,False,False,True
1106,0.069,2.207,268,252.0727978818525,True,False,False,False,True,False,True,False
1827,0.244,0.502,84,7.753260573442759,False,True,True,False,False,False,True,False
2719,0.258,2.721,213,16.107842632083354,False,True,False,False,True,False,True,False
1445,0.19,0.717,120,46.782556798910704,True,False,False,True,False,False,False,True
2987,0.27,1.469,109,5.701381252246657,False,True,True,False,False,False,True,False
864,0.328,1.748,237,75.04597629410561,True,False,False,False,True,False,False,True
2041,0.348,2.767,183,18.857496561059225,True,False,False,False,True,False,True,False
2084,0.364,2.882,229,14.186940796883528,False,True,True,False,False,True,False,False
517,0.299,2.808,177,82.45485288471227,False,True,False,False,True,False,False,True
920,0.148,2.323,139,65.91084520708688,True,False,True,False,False,True,False,False
2644,0.249,2.28,285,26.009783530384368,False,True,False,False,True,True,False,False
2343,0.427,2.146,92,4.954759253946846,False,True,False,False,True,False,True,False
2276,0.421,2.455,19,0.8712281875224487,False,True,True,False,False,False,True,False
1798,0.111,2.181,180,66.91726658495743,False,True,False,False,True,False,False,True
2205,0.126,0.426,95,30.139732153081138,True,False,False,True,False,True,False,False
1151,0.125,1.998,221,137.86667579847685,True,False,False,True,False,True,False,False
2465,0.113,2.379,107,29.650168427840892,True,False,False,False,True,True,False,False
2244,0.273,1.751,114,10.391345223022704,False,True,False,False,True,False,True,False
2984,0.183,2.575,68,10.65659828263986,True,False,False,True,False,True,False,False
2334,0.136,1.756,261,63.80364595443547,False,True,False,True,False,False,False,True
2737,0.281,0.552,43,2.634562823801324,False,True,True,False,False,True,False,False
2912,0.083,1.605,263,53.50581407884844,False,True,True,False,False,True,False,False
1168,0.295,2.195,67,12.003348662286363,False,True,False,False,True,True,False,False
2989,0.484,2.075,139,4.41204835151149,False,True,True,False,False,True,False,False
2344,0.242,0.288,10,1.364050222561962,True,False,True,False,False,False,False,True
2034,0.067,1.455,160,66.1171434668297,False,True,False,False,True,False,True,False
790,0.209,1.719,95,46.01609292786232,True,False,False,True,False,False,True,False
1632,0.433,1.196,162,17.434913625447713,True,False,False,True,False,False,True,False
1683,0.247,2.6,66,10.698040175350993,False,True,False,True,False,True,False,False
1774,0.362,0.696,132,14.10435668789028,False,True,False,True,False,True,False,False
1911,0.47,2.182,272,18.229370613215924,False,True,False,True,False,False,True,False
2008,0.081,1.162,295,115.9108942347357,False,True,False,True,False,True,False,False
1820,0.084,1.822,213,77.68596288931822,False,True,True,False,False,False,False,True
1418,0.475,2.399,215,22.810743479750656,False,True,False,False,True,False,False,True
2152,0.165,1.913,245,49.43919746993172,True,False,True,False,False,False,False,True
868,0.489,2.463,126,15.414346136227334,False,True,False,False,True,False,True,False
943,0.064,2.007,119,123.71638569169744,False,True,False,False,True,True,False,False
1563,0.338,2.895,239,40.4112320221211,True,False,False,False,True,False,False,True
2616,0.285,2.871,168,13.776241997844748,False,True,False,False,True,True,False,False
841,0.413,1.028,100,22.501433922725262,True,False,False,True,False,False,True,False
1217,0.163,2.356,71,16.167105444451227,False,True,True,False,False,False,True,False
700,0.29,0.973,257,71.79787328795948,False,True,True,False,False,False,False,True
2263,0.374,0.357,137,13.324007749280684,False,True,False,True,False,False,False,True
1167,0.082,1.144,231,245.3343320548902,True,False,False,True,False,False,False,True
1084,0.134,1.555,161,61.510841698133085,False,True,True,False,False,False,False,True
1243,0.243,1.623,59,20.876558226307473,True,False,False,True,False,False,False,True
2298,0.189,0.92,110,12.704272241458954,False,True,True,False,False,True,False,False
2922,0.172,2.975,45,6.794866680336899,True,False,True,False,False,False,False,True
2087,0.218,2.484,147,23.0488401699207,False,True,False,False,True,False,False,True
2099,0.455,0.234,58,4.384476434532651,True,False,True,False,False,False,False,True
843,0.19,0.758,250,95.17876097499865,True,False,True,False,False,True,False,False
2942,0.13,0.479,33,4.582579670592665,False,True,False,False,True,False,True,False
2921,0.428,2.294,241,11.709113369821793,True,False,True,False,False,True,False,False
986,0.131,1.417,286,162.50401396962562,True,False,False,True,False,False,True,False
1437,0.201,2.486,157,51.75397252928132,True,False,False,False,True,False,False,True
564,0.078,1.302,120,207.44780725542645,False,True,False,True,False,False,False,True
975,0.147,2.306,157,50.939424900999704,False,True,True,False,False,True,False,False
